"index","ID","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","default payment next month"
"598","599","80000","Female","University","Single","24","No"
"599","600","300000","Female","University","Married","36","Yes"
"600","601","310000","Female","University","Married","43","No"
"601","602","30000","Male","High school","Married","59","Yes"
"602","603","170000","Male","Graduate school","Married","53","No"
"603","604","140000","Female","University","Single","28","No"
"604","605","180000","Female","University","Single","31","No"
"605","606","50000","Male","Graduate school","Single","34","No"
"606","607","50000","Female","University","Married","36","No"
"607","608","110000","Female","Graduate school","Single","24","No"
"608","609","450000","Female","High school","Married","36","No"
"609","610","200000","Female","University","Married","34","No"
"610","611","220000","Male","Graduate school","Single","43","No"
"611","612","360000","Female","Graduate school","Single","29","Yes"
"612","613","50000","Male","University","Married","37","No"
"613","614","40000","Male","University","Single","23","No"
"614","615","190000","Female","University","Married","37","No"
"615","616","150000","Male","Graduate school","Single","33","No"
"616","617","200000","Female","Graduate school","Married","37","No"
"617","618","270000","Female","University","Married","56","No"
"618","619","60000","Male","Graduate school","Single","25","No"
"619","620","200000","Female","University","Married","39","No"
"620","621","150000","Female","University","Married","39","No"
"621","622","180000","Female","University","Single","28","No"
"622","623","90000","Female","Graduate school","Single","27","No"
"623","624","360000","Female","University","Married","37","No"
"624","625","90000","Female","Graduate school","Single","24","No"
"625","626","20000","Female","University","Single","24","No"
"626","627","70000","Male","Graduate school","Married","46","No"
"627","628","230000","Male","Graduate school","Married","39","No"
"628","629","30000","Male","High school","Married","48","No"
"629","630","200000","Female","High school","others","45","No"
"630","631","100000","Male","High school","Single","49","No"
"631","632","50000","Female","University","Single","23","No"
"632","633","20000","Female","High school","Married","25","No"
"633","634","210000","Female","University","Married","47","No"
"634","635","110000","Male","High school","Married","56","No"
"635","636","20000","Female","High school","Married","44","No"
"636","637","50000","Female","High school","Married","49","No"
"637","638","50000","Male","University","Married","41","No"
"638","639","400000","Female","Graduate school","Single","40","No"
"639","640","170000","Male","University","Single","31","No"
"640","641","280000","Male","University","Married","42","No"
"641","642","130000","Female","High school","Married","28","No"
"642","643","210000","Female","University","Single","32","No"
"643","644","370000","Male","University","Single","28","No"
"644","645","30000","Female","University","Married","31","No"
"645","646","150000","Male","High school","Single","39","No"
"646","647","60000","Male","High school","Married","31","Yes"
"647","648","80000","Female","University","Single","24","No"
"648","649","280000","Female","University","Married","44","Yes"
"649","650","20000","Female","University","Single","46","No"
"650","651","270000","Male","Graduate school","Single","32","No"
"651","652","240000","Female","University","Single","26","No"
"652","653","20000","Female","Graduate school","Single","22","No"
"653","654","450000","Female","Graduate school","Married","42","Yes"
"654","655","10000","Male","University","Single","33","No"
"655","656","280000","Male","University","Married","39","Yes"
"656","657","290000","Female","High school","Single","27","No"
"657","658","190000","Female","Graduate school","Single","28","Yes"
"658","659","80000","Female","Graduate school","Single","23","No"
"659","660","280000","Female","University","Single","28","No"
"660","661","160000","Female","Graduate school","Married","33","No"
"661","662","90000","Male","University","Married","40","Yes"
"662","663","140000","Female","Graduate school","Single","37","No"
"663","664","50000","Male","Graduate school","Single","22","No"
"664","665","40000","Female","University","Married","32","No"
"665","666","130000","Female","High school","Married","43","No"
"666","667","70000","Female","High school","Married","27","No"
"667","668","30000","Female","University","Married","35","No"
"668","669","100000","Female","High school","Married","35","No"
"669","670","20000","Female","Graduate school","Married","30","Yes"
"670","671","30000","Female","University","Single","34","No"
"671","672","20000","Male","University","Married","34","Yes"
"672","673","100000","Female","Graduate school","Single","28","Yes"
"673","674","30000","Male","University","Single","25","Yes"
"674","675","320000","Female","Graduate school","Married","41","No"
"675","676","90000","Male","High school","Single","42","Yes"
"676","677","190000","Male","University","Single","40","Yes"
"677","678","200000","Male","Graduate school","Single","28","No"
"678","679","300000","Female","University","Single","31","No"
"679","680","30000","Female","Graduate school","Single","56","No"
"680","681","110000","Female","University","others","45","No"
"681","682","230000","Female","Graduate school","Single","29","No"
"682","683","230000","Female","Graduate school","Married","35","No"
"683","684","310000","Female","University","Single","28","No"
"684","685","320000","Male","Graduate school","Married","40","No"
"685","686","360000","Male","Graduate school","Married","47","No"
"686","687","20000","Female","High school","Married","41","Yes"
"687","688","170000","Female","University","Single","27","No"
"688","689","140000","Male","Graduate school","Married","40","No"
"689","690","80000","Male","University","Single","32","No"
"690","691","150000","Male","University","Single","35","No"
"691","692","170000","Male","University","Single","27","No"
"692","693","200000","Female","University","Married","29","Yes"
"693","694","70000","Male","Graduate school","Single","30","No"
"694","695","320000","Male","University","Married","37","No"
"695","696","150000","Female","Graduate school","Single","29","No"
"696","697","50000","Female","Graduate school","Married","34","No"
"697","698","90000","Female","University","Single","34","No"
"698","699","280000","Male","Graduate school","Married","41","No"
"699","700","300000","Female","Graduate school","Single","31","No"
"700","701","400000","Female","University","Single","40","No"
"701","702","200000","Female","Graduate school","Married","27","No"
"702","703","10000","Female","High school","Single","22","Yes"
"703","704","50000","Female","University","others","30","Yes"
"704","705","30000","Female","University","others","22","No"
"705","706","50000","Male","Graduate school","Single","26","Yes"
"706","707","50000","Male","University","Married","38","No"
"707","708","30000","Female","High school","Married","46","No"
"708","709","20000","Male","University","Single","24","No"
"709","710","20000","Male","University","Single","49","No"
"710","711","50000","Male","Graduate school","others","49","No"
